Calories,Carbs,Description,Fat,Image,Ingredients,Protein,Title,link
408,46 g,Casein shakes don't have to be thick and hard to digest. Create a hit flavor combination with this recipe that pairs savory notes of pumpkin with sweet hints of cinnamon and ties them all together with a vanilla cream base.,0 g,casein-pumpkin-protein-shake-header-960x540.jpg,2 scoop MusclePharm Vanilla Casein;2 cup Libby's 100% Pure Pumpkin;1 tbsp vanilla extract;1 cup water,56 g,Casein Pumpkin Protein Shake,https://www.bodybuilding.com/recipes/casein-pumpkin-protein-shake
424,37 g,"You can't beat building muscle on less than $3 per serving! Not only will this meal satisfy your wallet, but it will also put your muscles on the road to recovery. This is a perfect combo of sweet and savory flavors with high-quality protein and complex carbohydrates. Even better, it's an easy meal you can prep in advance-just top it with chili when you're ready to eat. Now, go grow!",5 g,chili-stuffed-sweet-potato-header-960x540.jpg,"6 oz ground 99% fat-free turkey breast;150 g sweet potato;¾ italian tomato tomatoes;⅛ cup black beans, drained and rinsed;⅛ cup green onion, chopped",58 g,Chili-Stuffed Sweet Potato,https://www.bodybuilding.com/recipes/chili-stuffed-sweet-potato
96,11 g,"For something original, try this oriental noodle bowl. Many oriental dishes served at popular fast food chains are loaded with MSG, fat and sometimes sugar, but this soup offers wholesome nutrition.",2 g,soup-article_a-header-960x540.jpg,"1 tbsp vegetable oil;1 medium carrots;1 tbsp ginger root;2 clove garlic, minced;2 container 32 oz low-sodium beef broth;½ cup chopped carrots, chopped;1 cup broccoli;½ cup snow peas;1 cup stalk celery;10 oz shrimp;1 tbsp light soy sauce;8 oz bean sprouts, canned;6 oz. rice vermicelli",9 g,Oriental Noodle Bowl,https://www.bodybuilding.com/recipes/oriental-noodle-bowl
60,9 g,"Not only is this recipe high in volume, but it warms your core to satisfy annoying cravings. This soup can be prepared with or without chicken. You can even start without and add poultry later if you feel its pull.",2 g,fat-burning-veggie-soup-recipe-099-header-960x540.jpg,"1 tbsp olive oil;2 clove garlic, chopped;1 cup onion, finely chopped;1 whole stalk celery;2 cup, chopped purple cabbage;2 medium carrots;1 whole zucchini, finely shredded;1 cup baby corn;1 tbsp flat-leaf parsley;1 tsp, leaves basil, dried;6 cup low-sodium vegetable broth;2 cup spinach;2 whole green onion, chopped",2 g,Fat-Burning Veggie Soup,https://www.bodybuilding.com/recipes/fat-burning-veggie-soup
468,52 g,"When you're not in the mood for Jell-O and pudding just won't do, it's clear that custard is what you're really craving. Skip the half-and-half and artificial sweeteners and opt for this mixture of protein, spices, and vitamin A-rich pumpkin. It will blow your gourd!",2 g,casein-pumpkin-custard-header-960x540.jpg,2 cup pumpkin puree;1 tbsp vanilla extract;½ tsp nutmeg;1 tbsp cinnamon;1 cup water;2 scoop musclepharm vanilla casein,61 g,Casein Pumpkin Custard,https://www.bodybuilding.com/recipes/casein-pumpkin-custard
502,54 g,"If you want to build muscle and add size, eating salmon and potatoes is the way to go. It's hands-down delicious when you prepare it the Fit Men Cook-style. Adding salmon is a great way to ""dress up"" a staple bodybuilding meal. You may never eat salmon and red potatoes the same way again. Ever.",12 g,salmon-stuffed-red-potato-header-960x540.jpg,"6 oz wild salmon;240 g red potato, baked;⅛ cup nonfat plain Greek yogurt;1 tbsp low-fat parmesan cheese;¼ cup green onion, chopped;1 tbsp coconut aminos",43 g,Salmon-Stuffed Red Potato,https://www.bodybuilding.com/recipes/salmon-stuffed-red-potato
894,136 g,Here's a great high protein chili recipe.,9 g,protein-packed-muscle-building-chili-header-960x540.jpg,"2 lb chicken breast;1 tbsp olive oil;2 small green bell pepper;1 cup mushrooms, sliced;1 small onions;½ cup corn;30 oz dark kidney beans;30 oz light kidney beans;15 cup pinto beans;2 cup barley;30 oz tomatoes, crushed, canned;3 cup water;2 tsp chili powder;1 clove garlic, minced;1 tbsp parsley, dried;6 oz cumin;16 tbsp worcestershire sauce",67 g,Protein-Packed Muscle-Building Chili,https://www.bodybuilding.com/recipes/protein-packed-muscle-building-chili
288,51 g,"Nope, your eyes aren't playing tricks on ya! That's definitely a purple sweet potato, and it's delicious. If you're like me, you probably have pretty aggressive sweet cravings after a tough workout. The first thing on your mind might be smashing a pint of ice cream. Try this recipe instead! In addition to the regular vitamins and minerals that sweet potatoes provide, a single serving of purple sweet potatoes are loaded with more antioxidants than a single serving of blueberries. Crush your goals and get those nutrients in!",8 g,honey-stuffed-sweet-potato-header-960x540.jpg,150 g purple sweet potato;⅛ cup blueberries;2 tbsp unsweetened almond milk;1 tbsp organic honey;½ tbsp coconut oil;1 tbsp granola,4 g,Honey-Stuffed Purple Sweet Potato,https://www.bodybuilding.com/recipes/honey-stuffed-purple-sweet-potato
184,20 g,"Whether the game is close or a total flop, everyone screams for ice cream. Make sure your game day bash finishes strong by including your own healthy ""ice cream"" bar! Not only will your guests thank you that night for such a creative option, but they'll also thank you later when they find out your sweet treat helped them stay on track. This is easy, affordable, healthy eating at its best.",6 g,fruit-and-yogurt-stuffed-waffle-cones-header-960x540.jpg,1 cone waffle cone;½ cup plain Greek yogurt;¼ cup raspberries;1 tbsp dark chocolate chips,13 g,Fruit And Yogurt-Stuffed Waffle Cones,https://www.bodybuilding.com/recipes/fruit-and-yogurt-stuffed-waffle-cones
81,6 g,"Going to a watch party sans spinach dip is like showing up to the gym without your workout clothes. I mean, you could jog in a suit, but it'd be awkward for you and everyone else. Don't be that person, especially when you don't have to.",2 g,game-day-eats-4-header-960x540.jpg,1 cup nonfat plain Greek yogurt;½ cup reduced-fat feta cheese;2 cup spinach;1 fruit (2  dia) lime;1 tsp garlic powder;1 salt and pepper to taste,10 g,Lime Spinach Dip with Naked Blue Tortilla Chips,https://www.bodybuilding.com/recipes/lime-spinach-dip-with-naked-blue-tortilla-chips
199,26 g,"I can eat sliders by the dozen. There's something about mini-hamburgers that brings out the honey badger in all of us, which isn't a good thing when you're munching for three hours while watching sports. Here's a high-protein, low-fat option that will have you building muscle without all the guilt.",5 g,shrimp-sliders-header-960x540.jpg,"6 oz small shrimp, peeled and deveined;6 bun ozery Bakery - Pre-sliced Multigrain Sliders;½ cup, chopped red bell pepper;3 slice, thin/small tomatoes;1 g lettuce shredded;½ tbsp extra virgin coconut oil",12 g,Shrimp Sliders,https://www.bodybuilding.com/recipes/shrimp-sliders
260,35 g,"This recipe is a low-cal, filling treat for those of you with a sweet tooth. It's not really ice cream, but the taste and texture are certainly close enough! Plus, the addition of pumpkin adds lots of volume without too many extra calories—a perfect trick for the dieting, hungry bodybuilder. One difference between this ""ice cream"" and regular homemade ice cream is that you do not want to let it firm up in the freezer. Since it hardly has any sugar or fat—just a lot of water content—it will end up more like an ice block than ice cream. Eat it right out of the ice cream maker like soft serve.",2 g,pumpkin-protein-ice-cream-header-960x540.jpg,"2 cup pumpkin, canned;to taste powdered Stevia;2 cup plain Greek yogurt;to taste cinnamon;to taste nutmeg;1 cup almond milk;1 pinch table salt",26 g,"Pumpkin Protein ""Ice Cream""",https://www.bodybuilding.com/recipes/pumpkin-protein-ice-cream
178,12 g,Check out this great energy packed salad for after your workouts,12 g,workout-energy-salad-recipe-117-header-960x540.jpg,"1 cup lettuce;⅓ cup spinach;⅓ cup slices cucumber, chopped;⅓ medium whole (2-3/5  dia) tomatoes;⅓ oz bean sprouts, canned;⅓ cup carrot, shredded;6 whole mushroom;⅓ fruit, without skin and seed avocado;1 tbsp sunflower seeds;1 tbsp olive oil;2 tsp lemon juice;1 to taste thyme",5 g,Workout Energy Salad,https://www.bodybuilding.com/recipes/workout-energy-salad
85,8 g,"Hands down, this is one of my favorite snack foods—game day or any day. I guarantee you and your guests will love this high-protein finger food that's both delicious and easy to make.",2 g,turkey-wrapped-asparagus-header-960x540.jpg,12 asparagus spears;24 oz (1 serving) low-fat deli turkey,9 g,Turkey-Wrapped Asparagus,https://www.bodybuilding.com/recipes/turkey-wrapped-asparagus
612,28 g,"This easy recipe is perfect for a post-workout meal. Chicken and rice is one of the most common bodybuilding diet meals, but most guys make it boring and bland as hell. Fortunately, just a few additions can make it into a meal that tastes almost like a delicious restaurant stir-fry, just without all the oil, cornstarch, and sugar.",22 g,ginger-basil-chicken-and-rice-header-960x540.jpg,"8 oz chicken breast;1 red bell pepper, sliced;1 carrots, sliced;1 cup broccoli;1 tbsp canola oil;2 clove garlic, minced;1 tbsp ground ginger;¼ cup fresh basil leaves, chopped",74 g,Ginger Basil Chicken And Rice,https://www.bodybuilding.com/recipes/ginger-basil-chicken-and-rice
269,9 g,"While the name frittata is Italian, this version has a Mexican twist. Most dieters avoid Mexican food altogether since so many restaurant dishes contain chips, tortillas, tons of oil, and lots and lots of cheese. But, with this recipe, you can enjoy your favorite Mexican flavors without screwing up your diet.",16 g,mexican-frittata-header-960x540.jpg,"4 whole egg;1 cup liquid egg whites;1 green pepper, chopped;½ sliced white onion;1 tbsp olive oil;1 tomato, finely diced;1 tbsp (1 serving) taco seasoning",23 g,Mexican Frittata,https://www.bodybuilding.com/recipes/mexican-frittata
202,7 g,"Grilled fish, what could be better? Not only is halibut chock-full of protein, but it's also a great source of those awesome Omega-3 fatty acids that seem to be missing from most of our diets. Top the halibut with your favorite herbs for a tasty treat.",9 g,grilled-halibut-with-tomatoes-header-960x540.jpg,"4 oz halibut;½ tbsp olive oil;½ cup cherry tomatoes;1 tbsp parsley, dried;1 tbsp, ground basil, dried;¼ lemon;salt and pepper to taste",23 g,Grilled Halibut With Cherry Tomatoes,https://www.bodybuilding.com/recipes/grilled-halibut-with-cherry-tomatoes
353,1 g,We all know how hard it can be to find food that has the nutrition you demand without tasting like cardboard. Let there be taste! Every week we will feature a new bodybuilding recipe that will have you coming back for seconds.,17 g,grilled-worcestershire-steak-header-960x540.jpg,"24 oz sirloin steak, about 1 inch thick;1 tbsp parsley, dried;2 tbsp sun-dried tomatoes;1 tsp worcestershire sauce",49 g,Grilled Worcestershire Steak,https://www.bodybuilding.com/recipes/grilled-worcestershire-steak
328,37 g,"Kale is a great source of vitamins A, C, and K. It also offers a boatload of minerals your body needs to stay healthy. Add some healthy fats from the walnuts and some natural carbs from the pear and you're looking at a nutritional profile worth singing about. To make this a more complete meal, add some lean protein.",17 g,grilled-kale-pear-wlanut-salad-header-960x540.jpg,"6 cup 1  pieces, loosely packed kale;1 pear, sliced;2 tbsp walnuts, chopped;1 tbsp olive oil;½ tbsp lemon juice;½ tbsp apple cider vinegar;1 tsp dijon mustard;½ tsp powdered Stevia;salt and pepper to taste",6 g,"Grilled Kale, Pear, And Walnut Salad",https://www.bodybuilding.com/recipes/grilled-kale-pear-and-walnut-salad
616,15 g,"Arugula isn't just fancy lettuce—it's a flavorful, nutritious vegetable that has a long list of health benefits. It's low in calories, high in folic acid, vitamins A, C, and K, and minerals like iron and copper. Its peppery flavor also provides a unique twist. Here's my favorite way to make arugula even yummier!",29 g,arugula-chicken-salad-header-960x540.jpg,"1 tbsp olive oil;10 baby carrots, chopped;½ cup, chopped red cabbage;1 cup arugula, raw;8 oz chicken breast, cut into cubes;2 tbsp sunflower seeds",74 g,Arugula Chicken Salad,https://www.bodybuilding.com/recipes/arugula-chicken-salad
245,4 g,"Chicken breast is a staple in any healthy meal plan, so it's probably already in your fridge or freezer. Instead of popping it in the oven like usual, try it in a flavorful kabob. The Greek yogurt adds some casein protein and the curry will provide some wonderful anti-inflammatory properties. Altogether, this recipe is a health win.",5 g,curried-chicken-kabobs-header-960x540.jpg,"20 oz chicken breast;1 cucumber, thinly sliced;½ cup nonfat plain Greek yogurt;1 tsp garlic powder;1 tsp ground ginger;1 tsp onion powder;1 tsp coriander;1 tsp paprika;1 tsp chili powder;1 tsp curry powder;salt and pepper to taste",46 g,Curried Chicken Kabobs,https://www.bodybuilding.com/recipes/curried-chicken-kabobs
25,2 g,Brussels Sprouts In A Blanket,1 g,brussels-sprouts-in-a-blanket-header-960x540.jpg,1 cup brussels sprouts;1 strip turkey bacon,2 g,Brussels Sprouts In A Blanket,https://www.bodybuilding.com/recipes/brussels-sprouts-in-a-blanket
343,56 g,"You don't have to be a vegan or vegetarian to understand and appreciate the power of beans. They're full of fiber, iron, and thiamin, and they're also a great protein source. That's why this recipe is an all-out win for your health and your taste buds!",6 g,bean-and-sweet-potato-salad-header-960x540.jpg,"1 14 oz can kidney beans, canned;15 oz black beans, drained and rinsed;1 15 oz can corn;1 tbsp cilantro;1 whole sweet potato, cut into cubes;1 tsp garlic salt;1 tbsp olive oil",17 g,Bean and Sweet Potato Salad,https://www.bodybuilding.com/recipes/bean-and-sweet-potato-salad
393,44 g,"I love quinoa. It's full of protein, has an interesting taste, and it pretty much goes with everything. That's why I eat this recipe as a meal. It also works great as a side dish. Bring it to your next barbecue or potluck and I guarantee you won't have any leftovers!",19 g,lemon-quinoa-mint-salad-header-960x540.jpg,"3 cup quinoa, cooked;½ cup pine nuts;½ cup mint leaves;1 lemon yields lemon juice;1 tsp salt",11 g,Lemon Quinoa Mint Salad,https://www.bodybuilding.com/recipes/lemon-quinoa-mint-salad
331,11 g,"Spinach and almonds make a wonderful combination. It's a tasty treat, and a healthy one at that, but I wanted to up the ante a little. So, I added broccoli, a great source of vitamin A, protein-packed eggs, and basil leaves for some extra flavor.",21 g,spinach-almond-salad-header-960x540.jpg,"1½ cup baby spinach;½ cup broccoli;1 tomato, diced;3 hard-boiled egg;1 tbsp almonds, slivered;fresh basil leaves",25 g,Spinach Almond Salad,https://www.bodybuilding.com/recipes/spinach-almond-salad
223,27 g,"Prawns are a great source of clean protein. They're almost completely fat- and carb-free, making them a perfect ingredient if you're preparing for a contest. The sweet peach and honey flavors pair perfectly with the vitamins and minerals you'll be getting from the lettuce. Eat up!",8 g,grilled-prawn-and-butter-leaf-salad-header-960x540.jpg,"12 leaf, medium butter leaf lettuce;½ peach, sliced;6 prawn prawns;½ tbsp olive oil;1 tbsp lime juice;½ tbsp honey;1 tbsp cilantro;salt and pepper to taste",11 g,Grilled Prawn And Peach Butter Leaf Salad,https://www.bodybuilding.com/recipes/grilled-prawn-and-peach-butter-leaf-salad
409,23 g,"Need a low-carb, high-protein meal? Say no more! With this steak salad, you'll get all the protein you want without the carbs you don't. The arugula will also provide a big hit of vitamins A, K, and Folate as well as some Calcium and Potassium. The best part, however, is the yummy Asian-inspired flavor!",22 g,grilled-steak-onion-mushroom-arugula-salad-header-960x540.jpg,"2 cup arugula, raw;4 oz flank steak;1 tbsp olive oil;½ cup red onion, sliced;½ cup sliced crimini mushrooms;1 tsp garlic powder;1 tsp onion powder;1 tsp ground ginger;1 tsp chili powder;1 tsp paprika;1 tsp cayenne pepper;1 tbsp light soy sauce;salt and pepper to taste;1 tbsp balsamic vinegar",29 g,"Grilled Steak, Onion, And Mushroom Arugula Salad",https://www.bodybuilding.com/recipes/grilled-steak-onion-and-mushroom-arugula-salad
669,9 g,Bored of your current menu? Check out this great bodybuilding recipe! Taste tested and bodybuilder approved.,50 g,apple-ginger-glazed-ham-header-960x540.jpg,"1 tbsp sugar-free jelly (raspberry or cranberry);1 tsp ginger, minced;14 lb ham (whole)",45 g,Apple Ginger Glazed Ham,https://www.bodybuilding.com/recipes/apple-ginger-glazed-ham
64,2 g,A great tuna recipe.,1 g,tuna-salad-and-fresh-dill-header-960x540.jpg,"7 oz tuna, canned in water;¼ cup stalk celery;¼ cup sprigs fresh dill;1 bunch flat-leaf parsley;2 tbsp dijon mustard;1 dash pepper;¼ cup nonfat plain Greek yogurt",12 g,Tuna Salad and Fresh Dill,https://www.bodybuilding.com/recipes/tuna-salad-and-fresh-dill
175,13 g,A super strong popeye-style dish.,7 g,popeys-spinach-helper-recipe-053-header-960x540.jpg,"1½ tsp olive oil;½ cup onion, finely chopped;½ clove garlic, minced;1 whole green onion, chopped;½ small green bell pepper;½ lb lean ground beef;16 oz mushrooms, sliced;1 cup spinach;½ cup (8 fl oz) non-fat vanilla yogurt;3 tbsp fat-free cottage cheese;1 fl oz water;1½ tsp, leaves oregano",16 g,Popeye's Spinach Helper,https://www.bodybuilding.com/recipes/popeyes-spinach-helper
176,12 g,Check out these great egg and potato breakfast recipe!,10 g,scrambled-eggs-and-veggie-recipe-043-header-960x540.jpg,"8 large egg whites;3 tbsp onion, finely chopped;⅓ tsp garlic powder;3 tbsp olive oil;1 cup diced tomatoes;1 cup, diced potatoes;1 cup zucchini, finely shredded;3 tbsp water",9 g,Scrambled Eggs and Veggie,https://www.bodybuilding.com/recipes/scrambled-eggs-and-veggie
499,42 g,"With football season in high gear, now's the time to start thinking about good eats for tailgating and game-watching parties—and who can resist a meatball sub? Especially one this diesel. Next game, serve up this certified alpha male food.",14 g,wild-boar-meatball-sub-header-960x540.jpg,"6 oz wild boar, ground;1 roll whole-wheat hoagie roll;5 cherry tomatoes;¼ cup red onion, sliced;1 tbsp garlic, minced;2 tbsp marinara sauce;1 oz goat cheese",50 g,Wild Boar Meatball Sub,https://www.bodybuilding.com/recipes/wild-boar-meatball-sub
3101,205 g,"When I prepare a bird, I want it to be super tender and juicy. They say you should roast a turkey 10-12 minutes for every pound, but that wasn't long enough in my case, so be sure to check your turkey with an internal thermometer. The sweet potato puree also stands alone as a great post-workout meal!",56 g,roasted-turkey-and-sweet-potato-puree-header-960x540.jpg,"4 lb turkey breast, boneless and skinless;¼ cup balsamic vinegar;2 tbsp extra virgin coconut oil;3 tsp dijon mustard;salt and pepper to taste;1 can (404 x 307) sweet potato puree;⅓ cup unsweetened applesauce;1¼ tbsp cinnamon;½ tbsp powdered Stevia;¼ tsp ground cloves;½ cup (not packed) raisins, seedless",443 g,Roasted Turkey With Sweet Potato Puree,https://www.bodybuilding.com/recipes/roasted-turkey-with-sweet-potato-puree
388,37 g,"Wheat germ may be one of the most underused ingredients in healthy cooking, but it's an ingredient every alpha male should know about. Wheat germ is the most vitamin-rich part of the wheat kernel. It's loaded with fiber and vitamin B. It's also known to help improve muscular energy, reflexes, and the utilization of oxygen during exercise, making it a perfect addition to your daily diet. Plus, it creates a great crust for ""frying"" proteins and veggies.",8 g,buffalo-pear-recovery-header-960x540.jpg,"6 oz ground buffalo;1 serving whole-wheat hamburger buns;1 tbsp goat cheese;2 slice pear, sliced;4 slice, thin/small tomatoes;2 leaf outer romaine lettuce;2 tbsp wheat germ",41 g,Buffalo Pear Recovery Burger,https://www.bodybuilding.com/recipes/buffalo-pear-recovery-burger
351,31 g,"Fruit is unnecessarily ignored at many barbecues and burger bonanzas. Let's right that wrong! This unique pineapple turkey burger finally brings fruit and meat together. The pineapple adds sweet juice to the turkey and will engage your taste buds in a whirl of flavor. Pineapple contains beneficial digestive enzymes, as well.",8 g,pineapple-turkey-burgers-header-960x540.jpg,"1 lb ground 99% fat-free turkey breast;3 tbsp raw oats;2 tbsp pineapple juice;½ cup pineapple, raw;2 tbsp onion, finely chopped;1 tbsp olive oil;2 oz fat-free mozzarella cheese;4 whole-wheat hamburger buns;4 tbsp fat-free mayonnaise",39 g,Pineapple Turkey Burgers,https://www.bodybuilding.com/recipes/pineapple-turkey-burgers
1227,157 g,"Protein is important for building a great physique. Heck, this macronutrient is so important that it can be boosted with protein powder in your baked goods! This pumpkin loaf is perfect for the holiday season and won't bankrupt your calorie count.

If you need an egg-free option, replace the eggs with 1 banana and 1/3-1/2 cup of water or rice milk. You can also add in an additional tablespoon of coconut oil. Always start with less milk or oil; it's easier to add more of the wet ingredients than it is to subtract them.",33 g,protein-pumpkin-loaf-header-960x540.jpg,1 cup brown rice flour;2 scoop(s) vanilla whey protein powder;½ tsp baking soda;¼ tsp sea salt;3 whole egg;¼ cup powdered Stevia;8 oz pumpkin puree;1 tbsp extra virgin coconut oil,74 g,Protein Pumpkin Loaf,https://www.bodybuilding.com/recipes/protein-pumpkin-loaf
607,57 g,Fire up that oven and break out your cast-iron skillet like a true alpha male. This recipe takes a Southern classic and turns it into a muscle-building meal like none other.,17 g,spicy-venison-dirty-rice-header-960x540.jpg,"6 oz ground venison;½ cup low-sodium black beans;½ cup brown and wild rice mix;⅓ cup red onion, sliced;¼ cup, chopped red bell pepper;1 tbsp garlic, minced;1 tbsp green onion, chopped",57 g,Cajun Venison Dirty Rice,https://www.bodybuilding.com/recipes/cajun-venison-dirty-rice
267,21 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,9 g,taco-salad-header-960x540.jpg,"1 lb lean ground beef;1 onion, diced;1 cup water;1 head romaine lettuce;2 tomatoes, sliced;1 cup, shredded low-fat cheddar cheese;½ cup nonfat plain Greek yogurt;½ cup salsa;2 whole-wheat tortilla (10-inch)",25 g,Taco Salad,https://www.bodybuilding.com/recipes/taco-salad
386,37 g,"Any meat can be pounded into a patty! Crab is a quality source of lean protein, and it offers a nice change of pace from the usual chicken or beef. This recipe pairs crab with avocado for a creamy burger bursting in flavor and stuffed with healthy fat.",15 g,crab-burgers-header-960x540.jpg,"3 cup crab meat;4 green onion, chopped;½ tsp garlic, pureed;½ tsp ginger, pureed;2 tsp light soy sauce;1 avocado;1 tbsp lemon juice;¼ cup raw oats;1 tbsp olive oil;3 whole-wheat hamburger buns;3 tbsp fat-free mayonnaise",26 g,Crab Burgers,https://www.bodybuilding.com/recipes/crab-burgers
366,35 g,"If a beef burger is the only burger in your mind, this recipe will bring your belly inner peace. The recipe calls for extra-lean ground beef, and grilling on a barbecue will further reduce the fat content. This burger packs a protein punch!",13 g,homemade-beef-burgers-header-960x540.jpg,"1 lb lean ground beef;2 egg whites;½ whole onion, finely diced;2 green onion, chopped;¼ cup raw oats;2 tsp Worcestershire sauce;1 tbsp light soy sauce;1 tbsp low-sugar barbecue sauce;4 whole-wheat hamburger buns",27 g,Homemade Beef Burgers,https://www.bodybuilding.com/recipes/homemade-beef-burgers
1467,61 g,"This recipe is phenomenal! It's clean, rich, and delicious. Make the meatballs from quality chicken and you can't fail. The squash can be a bit of a challenge if you've never dealt with this particular gourd, but even new cooks can quickly get the hang of it.",78 g,sun-dried-tomato-and-chicken-meatballs-header-960x540.jpg,"1½ lb ground chicken;3 oz sun-dried tomatoes;1 tbsp sea salt;2 tbsp, ground oregano;1 tbsp, leaves basil, dried;1 whole spaghetti squash;1 pinch sea salt;1 tsp chopped chives;1 tsp, leaves basil, dried;1 tbsp extra virgin coconut oil",130 g,Sun-Dried Tomato And Chicken Meatballs With Spaghetti Squash,https://www.bodybuilding.com/recipes/sun-dried-tomato-and-chicken-meatballs-with-spaghetti-squash
1155,28 g,"I love using palm oil when cooking white fish. It makes the fish a little crispy and adds great flavor. The walleye pike is among the leanest freshwater fish you can get. A lot of white fish—sea bass and cod, for example—go well with almond meal, so mix up your protein sources!",81 g,almond-crusted-walleye-pike-asparagus-header-960x540.jpg,2 fillet walleye pike fillet;1 lb asparagus;½ cup almond meal;2 tbsp palm oil;2 tbsp almond oil;salt and pepper to taste,79 g,Almond-Crusted Walleye Pike And Asparagus,https://www.bodybuilding.com/recipes/almond-crusted-walleye-pike-and-asparagus
201,10 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,10 g,oriental-meatball-with-peppers-header-960x540.jpg,"1 lb lean ground beef;1 tbsp onion, finely chopped;½ tsp table salt;½ tsp, ground black pepper;2 egg whites;1 clove garlic, minced;2 tsp olive oil;2 tbsp raw oats;¼ cup water;1 tbsp olive oil;½ cup low-sodium beef broth;½ cup light soy sauce;1 cup, sliced red bell pepper;1 cup yellow pepper, sliced;1 cup mushrooms, sliced;1 cup, sliced onions",17 g,Oriental Meatballs With Peppers,https://www.bodybuilding.com/recipes/oriental-meatballs-with-peppers
105,17 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,1 g,one-pot-beef-skillet-header-960x540.jpg,"1 oz lean ground beef;½ cup water;1 cup salsa;1 serving 1 cup low-sodium tomato soup;1 cup kernels corn kernels, frozen;1 cup strips or slices carrots;1 cup, sliced onions;1 cup mushrooms, sliced;½ cup, shredded low-fat cheddar cheese;1 clove garlic, minced;2 tbsp onion flakes",6 g,One Pot Beef Skillet,https://www.bodybuilding.com/recipes/one-pot-beef-skillet
264,18 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,10 g,spaghetti-squash-with-tomato-beef-sauce-header-960x540.jpg,"1 onion, finely diced;¼ cup italian dressing;1 lb lean ground beef;12 oz tomato sauce, canned;1 can diced tomatoes;½ tbsp, ground oregano;2 tbsp fat-free cream cheese;¼ cup low-fat parmesan cheese;2 cup, cubes spaghetti squash",26 g,Spaghetti Squash With Tomato-Beef Sauce,https://www.bodybuilding.com/recipes/spaghetti-squash-with-tomato-beef-sauce
428,42 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,15 g,beef-taco-salad-header-960x540.jpg,"1 lb lean ground beef;1 packet reduced-sodium taco seasoning;1 onion, finely diced;1 cup water;4 whole wheat soft tortillas;½ cup reduced-fat sour cream;½ cup salsa;¼ cup, shredded low-fat cheddar cheese;½ cup diced red bell pepper;½ cup onion, finely diced;½ cup, chopped or sliced tomatoes;1 cup lettuce",31 g,Beef Soft Taco,https://www.bodybuilding.com/recipes/beef-soft-taco
370,43 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,10 g,beef-stroganoff-header-960x540.jpg,"1 lb lean ground beef;½ tbsp olive oil;1 onion, diced;1 cup mushrooms, sliced;2 clove garlic, minced;½ tsp table salt;¼ tsp, ground black pepper;2 tbsp flour;¼ cup skim milk;1 can (10.75 oz) low-sodium cream of mushroom soup, condensed;1 cup nonfat plain Greek yogurt;3 cup spaghetti whole-wheat pasta",26 g,Beef Stroganoff,https://www.bodybuilding.com/recipes/beef-stroganoff
312,28 g,Don't steer clear of big bad ground beef. Choose a lean variety and start experimenting!,11 g,beef-burger-header-960x540.jpg,"1 lb lean ground beef;¼ cup onion, finely diced;1 clove garlic, minced;1 tbsp, ground oregano;1 tbsp worcestershire sauce;⅛ cup raw oats;2 egg whites;½ cup spinach;4 slice, thin/small tomatoes;2 tbsp mustard;2 tbsp low-sugar ketchup;4 whole-wheat hamburger buns",25 g,Beef Burger,https://www.bodybuilding.com/recipes/beef-burger
1012,12 g,"This meal comes together from three pieces: grilled steak, blended pesto, and raw vegetables. I used a Gefu spiral slicer to make the zucchini pasta. I love this kitchen tool! The right tools matter in the workshop and the kitchen.",84 g,5-seasonal-fit-recipes-clean-cook-images-5-square-960x540.jpg,"6 oz sirloin steak, about 1 inch thick;¼ cup olive oil;¼ cup fresh basil leaves;½ clove garlic, minced;1 whole zucchini, sliced;1 cup, chopped roasted red pepper",51 g,Pesto Skirt Steak and Vegetables,https://www.bodybuilding.com/recipes/pesto-skirt-steak-and-vegetables
401,35 g,"This burger is loaded with heart-healthy fats that support lean body composition and offer a bevy of additional benefits to your skin, circulation, and overall health. Many people reach for canned tuna for fish-based burgers, but canned salmon can work even better.",17 g,sesame-salmon-burger-header-960x540.jpg,"1 can drained solids (total) canned salmon;¼ cup raw oats;1 tbsp lemon juice;1 tsp ginger, minced;1 tbsp light soy sauce;¼ cup sesame seeds;¼ cup fat-free mayonnaise;1 tbsp olive oil;3 whole-wheat hamburger buns;1 cup spinach",27 g,Sesame Salmon Burgers,https://www.bodybuilding.com/recipes/sesame-salmon-burgers
76,16 g,A fast and tasty apple slaw recipe.,0 g,apple-slaw-header-960x540.jpg,"1 small granny smith apple;2 small (5-1/2  long) carrots, sliced;1 whole stalk celery, finely diced;¼ tbsp onion flakes;¼ oz garlic powder;1 to taste thyme;1 tbsp raisins;1 cup, chopped green cabbage;4 tsp walden Farms Raspberry Vinaigrette;¼ cup organic acai juice;¼ cup nonfat plain Greek yogurt",3 g,Apple Slaw,https://www.bodybuilding.com/recipes/apple-slaw
